cell_id,Name_1,date_1,dist_1,Name_2,date_2,dist_2,Name_3,date_3,dist_3,Name_4,date_4,dist_4,Name_5,date_5,dist_5,Name_6,date_6,dist_6,Name_7,date_7,dist_7,Name_8,date_8,dist_8,Name_9,date_9,dist_9,Name_10,date_10,dist_10,Name_11,date_11,dist_11,Name_12,date_12,dist_12,Name_13,date_13,dist_13,Name_14,date_14,dist_14,Name_15,date_15,dist_15,Name_16,date_16,dist_16,Name_17,date_17,dist_17,Name_18,date_18,dist_18,Name_19,date_19,dist_19,Name_20,date_20,dist_20,Name_21,date_21,dist_21,Name_22,date_22,dist_22,Name_23,date_23,dist_23,Name_24,date_24,dist_24,Name_25,date_25,dist_25,Name_26,date_26,dist_26,Name_27,date_27,dist_27,Name_28,date_28,dist_28,Name_29,date_29,dist_29,Name_30,date_30,dist_30,Name_31,date_31,dist_31,Name_32,date_32,dist_32,Name_33,date_33,dist_33,Name_34,date_34,dist_34,Name_35,date_35,dist_35,Name_36,date_36,dist_36,Name_37,date_37,dist_37,Name_38,date_38,dist_38,Name_39,date_39,dist_39,Name_40,date_40,dist_40,Name_41,date_41,dist_41,Name_42,date_42,dist_42,Name_43,date_43,dist_43,Name_44,date_44,dist_44,Name_45,date_45,dist_45,Name_46,date_46,dist_46,Name_47,date_47,dist_47,Name_48,date_48,dist_48,Name_49,date_49,dist_49,Name_50,date_50,dist_50,Name_51,date_51,dist_51,Name_52,date_52,dist_52,Name_53,date_53,dist_53,Name_54,date_54,dist_54,Name_55,date_55,dist_55,Name_56,date_56,dist_56,Name_57,date_57,dist_57,Name_58,date_58,dist_58,Name_59,date_59,dist_59
26.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,4089.14641423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,4036.6246685,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,3776.76802752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,3711.60769956,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,3558.28403733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,3537.78932787,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,3513.48276386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,3495.03533578,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,3613.07662005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,3614.72091044,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,3845.11905121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,3855.73040699,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,3877.43150169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,3813.01881294,,,,,,,,,,,,,,,,,,,,,,,,,,,
116.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,3391.40799298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,3318.19048618,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,2992.29013566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,2930.28805031,,,,,,,,,,,,,,,,,,,,,,,,,,,
118.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,2724.41614099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,4104.18465475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,2702.44670015,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,2664.06533615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,4039.3941103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,2637.98841635,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,2795.96863616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,4072.31140515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,2797.45877675,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,3101.91550922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,3102.17716962,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,3501.36751127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,3546.62593411,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,3956.53081904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,4075.54903154,,,,,,,,,,,,,,,,,,,,,,,,,,,
204.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,3977.4037374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,3870.51177698,,,,,,,,,,,,,,,,,,,,,,,,,,,
205.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,3348.59937239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,3269.51473353,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,2760.84973858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,3777.60900866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,2693.68827644,,,,,,,,,,,,,,,,,,,,,,,,,,,
207.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,2254.49835534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,3446.1849685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,2194.74929745,,,,,,,,,,,,,,,,,,,,,,,,,,,
208.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,1915.36110252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,3253.14261996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,1881.05246734,,,,,,,,,,,,,,,,,,,,,,,,,,,
209.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,1811.16745084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,3189.07211792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,1791.03535459,,,,,,,,,,,,,,,,,,,,,,,,,,,
210.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,2017.21346041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,3230.9303327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,2012.10181818,,,,,,,,,,,,,,,,,,,,,,,,,,,
211.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,2396.04852401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,3457.24398994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,2426.84323914,,,,,,,,,,,,,,,,,,,,,,,,,,,
212.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,2846.84992122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,3850.3085965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,2965.17046338,,,,,,,,,,,,,,,,,,,,,,,,,,,
213.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,3391.86814914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,3858.55477654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,3583.47301804,,,,,,,,,,,,,,,,,,,,,,,,,,,
214.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,3862.30438563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,3979.63157888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,4217.89379174,,,,,,,,,,,,,,,,,,,,,,,,,,,
294.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,3667.66789414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,4165.07882174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,3521.65616135,,,,,,,,,,,,,,,,,,,,,,,,,,,
295.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,2997.16461015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,3593.07980002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,2828.16672623,,,,,,,,,,,,,,,,,,,,,,,,,,,
296.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,2304.17955434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,3076.18403338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,2178.03991399,,,,,,,,,,,,,,,,,,,,,,,,,,,
297.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,1663.93662324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,2679.27351439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,1577.55309796,,,,,,,,,,,,,,,,,,,,,,,,,,,
298.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,1150.246518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,2407.12375259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,1091.37332102,,,,,,,,,,,,,,,,,,,,,,,,,,,
299.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,969.145443299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,2344.47847028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,972.195851308,,,,,,,,,,,,,,,,,,,,,,,,,,,
300.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,1286.74518728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,2395.92280244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,1315.29740181,,,,,,,,,,,,,,,,,,,,,,,,,,,
301.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,1732.93615432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,2695.36713643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,1897.37412942,,,,,,,,,,,,,,,,,,,,,,,,,,,
302.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,2322.61986537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,3019.94788031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,2548.85326647,,,,,,,,,,,,,,,,,,,,,,,,,,,
303.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,2969.79014133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,3005.97150965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,3237.44929829,,,,,,,,,,,,,,,,,,,,,,,,,,,
304.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,3652.86222238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,3180.74907782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,3929.16603383,,,,,,,,,,,,,,,,,,,,,,,,,,,
305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,3455.78893616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,3835.36069846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Yamun Main Road,,3892.14606928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Yamun Main Road,,3738.18457345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Yamun Main Road,,3738.44626859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,4147.65964575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Yamun Main Road,,3873.43567796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,4074.05706097,,,,,,,,,,,,,,,,,,,,,,,,,,,
384.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,3439.92871587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,3759.52727498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,3347.2434234,,,,,,,,,,,,,,,,,,,,,,,,,,,
385.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,2749.04887499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,3091.93255068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,2614.79728841,,,,,,,,,,,,,,,,,,,,,,,,,,,
386.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,2025.89197979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,2477.596091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,1899.79356303,,,,,,,,,,,,,,,,,,,,,,,,,,,
387.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,1321.07949239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,1971.12378299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,1177.79847476,,,,,,,,,,,,,,,,,,,,,,,,,,,
388.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,621.375176911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,1597.17392066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,523.706186761,,,,,,,,,,,,,,,,,,,,,,,,,,,
389.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,246.317054126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,1491.69795445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,285.815985784,,,,,,,,,,,,,,,,,,,,,,,,,,,
390.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,671.392201191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,1579.63856546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,893.90034819,,,,,,,,,,,,,,,,,,,,,,,,,,,
391.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,1312.35638018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,1934.88614459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,1598.32961568,,,,,,,,,,,,,,,,,,,,,,,,,,,
392.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,2021.03932978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,2165.67237922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,2317.77798153,,,,,,,,,,,,,,,,,,,,,,,,,,,
393.0,,,,,,,,,,,,,,,,,,,,,,,,,Jenin Al Jalameh Road (Phase II),2014-02-09,2749.99705477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qabatiya - Al Jalama,2016-05-11,2165.82388627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Jalameh Crossing Improvements,,3037.81932568,,,,,,,,,,,,,,,,,,,,,,,,,,,
